trial_num,start,end,intense,raw_accel_mean,raw_accel_max,raw_accel_std,raw_accel_rms,clean_accel_mean,clean_accel_max,clean_accel_std,clean_accel_rms,clean_accel_zcr_x,clean_accel_zcr_y,clean_accel_zcr_z,gyro_mean,gyro_max,gyro_std,gyro_rms,gyro_zcr_x,gyro_zcr_y,gyro_zcr_z
0,0,2000,0,9.615318670928742,18.87032457539934,2.310808677458285,9.887737685479726,2.845534112909519,9.662405726449805,1.343074633656708,3.1451382500529292,0.12562814070351758,0.10552763819095477,0.10050251256281408,1.3563303064326666,4.531281909607775,0.9636376486803503,1.6623967934630486,0.07575757575757576,0.08585858585858586,0.07575757575757576
0,1000,3000,0,10.352621703764823,18.87032457539934,2.675451465350972,10.691072279336339,3.4233548342496225,9.662405726449805,1.4279337510806602,3.707850879507989,0.06030150753768844,0.09547738693467336,0.10552763819095477,1.523579242587288,4.531281909607775,0.7635391368044115,1.7033367587670922,0.050505050505050504,0.10101010101010101,0.05555555555555555
0,2000,4000,0,10.213884411684191,15.079734990886154,2.594474720684832,10.536645966721055,3.4002948850363293,5.981817456361533,1.2212055744972652,3.6119045078989096,0.030303030303030304,0.045454545454545456,0.08585858585858586,1.2864106962937216,3.379263172607264,0.611348476794115,1.42363292488513,0.035175879396984924,0.07537688442211055,0.03015075376884422
0,3000,5000,0,10.039192839292637,13.806523967027674,2.0100578439491414,10.237451939909318,2.8881030168600854,6.936587988786756,1.3059969094819144,3.1683112171883776,0.04040404040404041,0.06060606060606061,0.08080808080808081,1.1666475474655307,3.8892090243498534,0.7309365527614332,1.3757410377499435,0.05527638190954774,0.08542713567839195,0.04522613065326633
0,4000,6000,0,9.87553619566891,13.623633503379082,1.5704667445796285,9.999012407173927,2.4432313819403775,6.936587988786756,1.1774052654367113,2.7108543540701318,0.04020100502512563,0.06030150753768844,0.09045226130653267,0.8775571020063091,3.8892090243498534,0.6586856728860866,1.0962681920354989,0.06030150753768844,0.06030150753768844,0.06030150753768844
0,5000,7000,0,10.01430434213804,13.501722027395143,1.5115344281083067,10.127171574664107,2.242379548034022,4.490724529635072,0.7592198679666835,2.3668119425330434,0.05025125628140704,0.04020100502512563,0.08040201005025126,0.7260668525297966,2.3373215318825067,0.40858801096868785,0.8326333656894763,0.06565656565656566,0.06565656565656566,0.07575757575757576
0,6000,8000,0,10.314024345676767,13.501722027395143,1.506341619769598,10.422898730837113,2.0310429778817056,4.490724529635072,0.8376450645727788,2.1961959352331717,0.09045226130653267,0.06030150753768844,0.08542713567839195,0.834900252724471,2.4526654077877494,0.44026468902185173,0.9433543306950506,0.0707070707070707,0.06060606060606061,0.05555555555555555
0,7000,9000,0,13.10496797317962,41.72306616729948,5.80077983636234,14.325506678684244,6.880692308427325,33.30668111876746,7.690566957962635,10.304927783673493,0.08585858585858586,0.045454545454545456,0.10101010101010101,1.5471978319255106,5.283522536267534,1.2005896078437168,1.9565350649924522,0.05527638190954774,0.05527638190954774,0.07537688442211055
0,8000,10000,1,26.518789324427203,73.85581368791698,14.048296612514758,29.993484177379965,24.081302148992172,67.26212924625521,15.75200038844299,28.75391742942033,0.05555555555555555,0.025252525252525252,0.1111111111111111,4.106109977426321,12.262326290266614,2.6332657550111156,4.87437762596946,0.06030150753768844,0.09547738693467336,0.03015075376884422
0,9000,11000,1,40.32040766716315,77.22020868016456,13.328799722950555,42.455905266411214,39.095201707816734,68.77584588642037,12.316299421081276,40.98008750414589,0.06532663316582915,0.03015075376884422,0.1457286432160804,6.277433901984559,12.262326290266614,2.782249651601538,6.863540664751551,0.07575757575757576,0.05555555555555555,0.04040404040404041
