raw_accel_timestamp,raw_accel_x,raw_accel_y,raw_accel_z,clean_accel_timestamp,clean_accel_x,clean_accel_y,clean_accel_z,gyro_timestamp,gyro_x,gyro_y,gyro_z,gps_timestamp,speed,speed_accuracy
1785988999439,0.8779500126838684,5.809950351715088,7.777050495147705,1785988999429,0.358040988445282,-0.2671169936656952,-0.15695099532604218,1785988999429,0.03973750025033951,-0.697950005531311,0.19126249849796295,1785988998958,0.04008927568793297,0.08230029046535492
1785988999439,0.8779500126838684,5.809950351715088,7.777050495147705,1785988999429,0.358040988445282,-0.2671169936656952,-0.15695099532604218,1785988999439,0.015262499451637268,-0.7149999737739563,0.1615625023841858,1785988998958,0.04008927568793297,0.08230029046535492
1785988999439,0.8779500126838684,5.809950351715088,7.777050495147705,1785988999439,0.3667779862880707,-0.03477500006556511,-0.07169300317764282,1785988999439,0.015262499451637268,-0.7149999737739563,0.1615625023841858,1785988998958,0.04008927568793297,0.08230029046535492
1785988999449,0.8880000710487366,5.854950428009033,7.7560505867004395,1785988999439,0.3667779862880707,-0.03477500006556511,-0.07169300317764282,1785988999439,0.015262499451637268,-0.7149999737739563,0.1615625023841858,1785988998958,0.04008927568793297,0.08230029046535492
1785988999449,0.8880000710487366,5.854950428009033,7.7560505867004395,1785988999449,0.3030700087547302,0.009611000306904316,-0.0872960016131401,1785988999439,0.015262499451637268,-0.7149999737739563,0.1615625023841858,1785988998958,0.04008927568793297,0.08230029046535492
1785988999449,0.8880000710487366,5.854950428009033,7.7560505867004395,1785988999449,0.3030700087547302,0.009611000306904316,-0.0872960016131401,1785988999449,-0.02186249941587448,-0.7778375148773193,0.14451250433921814,1785988998958,0.04008927568793297,0.08230029046535492
1785988999459,1.0699501037597656,5.784000396728516,7.61400032043457,1785988999449,0.3030700087547302,0.009611000306904316,-0.0872960016131401,1785988999449,-0.02186249941587448,-0.7778375148773193,0.14451250433921814,1785988998958,0.04008927568793297,0.08230029046535492
1785988999459,1.0699501037597656,5.784000396728516,7.61400032043457,1785988999459,0.4053489863872528,-0.06062699854373932,-0.2233940064907074,1785988999449,-0.02186249941587448,-0.7778375148773193,0.14451250433921814,1785988998958,0.04008927568793297,0.08230029046535492
1785988999459,1.0699501037597656,5.784000396728516,7.61400032043457,1785988999459,0.4053489863872528,-0.06062699854373932,-0.2233940064907074,1785988999459,-0.06764999777078629,-0.8245875239372253,0.1317249983549118,1785988998958,0.04008927568793297,0.08230029046535492
1785988999469,1.2400500774383545,5.697000503540039,7.746000289916992,1785988999459,0.4053489863872528,-0.06062699854373932,-0.2233940064907074,1785988999459,-0.06764999777078629,-0.8245875239372253,0.1317249983549118,1785988998958,0.04008927568793297,0.08230029046535492
