raw_accel_timestamp,raw_accel_x,raw_accel_y,raw_accel_z,clean_accel_timestamp,clean_accel_x,clean_accel_y,clean_accel_z,gyro_timestamp,gyro_x,gyro_y,gyro_z,gps_timestamp,speed,speed_accuracy
1785989529966,0.1189500093460083,5.416950225830078,7.713000297546387,1785989529956,0.208065003156662,-0.3388490080833435,-0.13574600219726562,1785989529956,0.15358750522136688,-0.5227749943733215,-0.1625249981880188,1785989528939,0.0694747343659401,0.11223656684160233
1785989529966,0.1189500093460083,5.416950225830078,7.713000297546387,1785989529966,0.10121899843215942,-0.3368789851665497,-0.21947799623012543,1785989529956,0.15358750522136688,-0.5227749943733215,-0.1625249981880188,1785989528939,0.0694747343659401,0.11223656684160233
1785989529966,0.1189500093460083,5.416950225830078,7.713000297546387,1785989529966,0.10121899843215942,-0.3368789851665497,-0.21947799623012543,1785989529966,0.10257499665021896,-0.41964998841285706,-0.2274249941110611,1785989528939,0.0694747343659401,0.11223656684160233
1785989529976,0.2560500204563141,5.281050205230713,7.842000484466553,1785989529966,0.10121899843215942,-0.3368789851665497,-0.21947799623012543,1785989529966,0.10257499665021896,-0.41964998841285706,-0.2274249941110611,1785989528939,0.0694747343659401,0.11223656684160233
1785989529976,0.2560500204563141,5.281050205230713,7.842000484466553,1785989529966,0.10121899843215942,-0.3368789851665497,-0.21947799623012543,1785989529976,0.043037500232458115,-0.3258749842643738,-0.30291250348091125,1785989528939,0.0694747343659401,0.11223656684160233
1785989529976,0.2560500204563141,5.281050205230713,7.842000484466553,1785989529976,0.20757299661636353,-0.47046899795532227,-0.09215299785137177,1785989529976,0.043037500232458115,-0.3258749842643738,-0.30291250348091125,1785989528939,0.0694747343659401,0.11223656684160233
1785989529976,0.2560500204563141,5.281050205230713,7.842000484466553,1785989529976,0.20757299661636353,-0.47046899795532227,-0.09215299785137177,1785989529976,0.043037500232458115,-0.3258749842643738,-0.30291250348091125,1785989529941,0.07487866282463074,0.11843150854110718
1785989529986,0.5140500068664551,4.906949996948242,7.653000354766846,1785989529976,0.20757299661636353,-0.47046899795532227,-0.09215299785137177,1785989529976,0.043037500232458115,-0.3258749842643738,-0.30291250348091125,1785989529941,0.07487866282463074,0.11843150854110718
1785989529986,0.5140500068664551,4.906949996948242,7.653000354766846,1785989529986,0.43742701411247253,-0.8294020295143127,-0.2916179895401001,1785989529976,0.043037500232458115,-0.3258749842643738,-0.30291250348091125,1785989529941,0.07487866282463074,0.11843150854110718
1785989529986,0.5140500068664551,4.906949996948242,7.653000354766846,1785989529986,0.43742701411247253,-0.8294020295143127,-0.2916179895401001,1785989529986,-0.05486249923706055,-0.3801875114440918,-0.38279998302459717,1785989529941,0.07487866282463074,0.11843150854110718
