raw_accel_timestamp,raw_accel_x,raw_accel_y,raw_accel_z,clean_accel_timestamp,clean_accel_x,clean_accel_y,clean_accel_z,gyro_timestamp,gyro_x,gyro_y,gyro_z,gps_timestamp,speed,speed_accuracy
1785991492241,-0.5770500302314758,6.76800012588501,5.755950450897217,1785991492231,1.4306679964065552,0.027556000277400017,-0.5215100049972534,1785991492231,0.3581874966621399,-0.44591251015663147,0.16554999351501465,1785991491957,0.08154138177633286,0.11853880435228348
1785991492241,-0.5770500302314758,6.76800012588501,5.755950450897217,1785991492231,1.4306679964065552,0.027556000277400017,-0.5215100049972534,1785991492241,0.2475000023841858,-0.2777499854564667,0.0644875019788742,1785991491957,0.08154138177633286,0.11853880435228348
1785991492241,-0.5770500302314758,6.76800012588501,5.755950450897217,1785991492241,1.0422389507293701,0.031245000660419464,-1.1736799478530884,1785991492241,0.2475000023841858,-0.2777499854564667,0.0644875019788742,1785991491957,0.08154138177633286,0.11853880435228348
1785991492251,-1.290000081062317,6.937950134277344,5.38800048828125,1785991492241,1.0422389507293701,0.031245000660419464,-1.1736799478530884,1785991492241,0.2475000023841858,-0.2777499854564667,0.0644875019788742,1785991491957,0.08154138177633286,0.11853880435228348
1785991492251,-1.290000081062317,6.937950134277344,5.38800048828125,1785991492241,1.0422389507293701,0.031245000660419464,-1.1736799478530884,1785991492251,0.06558749824762344,-0.1288374960422516,0.04001250118017197,1785991491957,0.08154138177633286,0.11853880435228348
1785991492251,-1.290000081062317,6.937950134277344,5.38800048828125,1785991492251,0.29794299602508545,0.14368200302124023,-1.4931659698486328,1785991492251,0.06558749824762344,-0.1288374960422516,0.04001250118017197,1785991491957,0.08154138177633286,0.11853880435228348
1785991492261,-1.8360000848770142,7.012050151824951,5.28000020980835,1785991492251,0.29794299602508545,0.14368200302124023,-1.4931659698486328,1785991492251,0.06558749824762344,-0.1288374960422516,0.04001250118017197,1785991491957,0.08154138177633286,0.11853880435228348
1785991492261,-1.8360000848770142,7.012050151824951,5.28000020980835,1785991492251,0.29794299602508545,0.14368200302124023,-1.4931659698486328,1785991492261,-0.1494625061750412,0.0031624999828636646,0.0719124972820282,1785991491957,0.08154138177633286,0.11853880435228348
1785991492261,-1.8360000848770142,7.012050151824951,5.28000020980835,1785991492261,-0.24205699563026428,0.1749970018863678,-1.5569039583206177,1785991492261,-0.1494625061750412,0.0031624999828636646,0.0719124972820282,1785991491957,0.08154138177633286,0.11853880435228348
1785991492271,-1.912950038909912,6.958950519561768,5.6509504318237305,1785991492261,-0.24205699563026428,0.1749970018863678,-1.5569039583206177,1785991492261,-0.1494625061750412,0.0031624999828636646,0.0719124972820282,1785991491957,0.08154138177633286,0.11853880435228348
