raw_accel_timestamp,raw_accel_x,raw_accel_y,raw_accel_z,clean_accel_timestamp,clean_accel_x,clean_accel_y,clean_accel_z,gyro_timestamp,gyro_x,gyro_y,gyro_z,gps_timestamp,speed,speed_accuracy,flagged
1783352483156,0.7729500532150269,5.82705020904541,7.270050525665283,1783352483161,-0.025203999131917953,0.7157649993896484,-1.209542989730835,1783352483166,0.39820000529289246,-0.10683749616146088,0.00989999994635582,1783352482665,1.1158603429794312,0.20542782545089722,0
1783352483166,0.5020500421524048,5.994000434875488,7.023000240325928,1783352483161,-0.025203999131917953,0.7157649993896484,-1.209542989730835,1783352483166,0.39820000529289246,-0.10683749616146088,0.00989999994635582,1783352482665,1.1158603429794312,0.20542782545089722,0
1783352483166,0.5020500421524048,5.994000434875488,7.023000240325928,1783352483171,-0.4364579916000366,0.8816829919815063,-1.3358420133590698,1783352483166,0.39820000529289246,-0.10683749616146088,0.00989999994635582,1783352482665,1.1158603429794312,0.20542782545089722,0
1783352483166,0.5020500421524048,5.994000434875488,7.023000240325928,1783352483171,-0.4364579916000366,0.8816829919815063,-1.3358420133590698,1783352483176,0.2694999873638153,-0.07067500054836273,-0.023099999874830246,1783352482665,1.1158603429794312,0.20542782545089722,0
1783352483176,0.1099500060081482,6.3409504890441895,6.853050231933594,1783352483171,-0.4364579916000366,0.8816829919815063,-1.3358420133590698,1783352483176,0.2694999873638153,-0.07067500054836273,-0.023099999874830246,1783352482665,1.1158603429794312,0.20542782545089722,0
1783352483176,0.1099500060081482,6.3409504890441895,6.853050231933594,1783352483181,-0.6397489905357361,1.1609129905700684,-1.2127859592437744,1783352483176,0.2694999873638153,-0.07067500054836273,-0.023099999874830246,1783352482665,1.1158603429794312,0.20542782545089722,0
1783352483176,0.1099500060081482,6.3409504890441895,6.853050231933594,1783352483181,-0.6397489905357361,1.1609129905700684,-1.2127859592437744,1783352483186,0.11948750168085098,-0.03231250122189522,0.013062499463558197,1783352482665,1.1158603429794312,0.20542782545089722,0
1783352483186,0.10200000554323196,6.652950286865234,7.272000312805176,1783352483181,-0.6397489905357361,1.1609129905700684,-1.2127859592437744,1783352483186,0.11948750168085098,-0.03231250122189522,0.013062499463558197,1783352482665,1.1158603429794312,0.20542782545089722,0
1783352483186,0.10200000554323196,6.652950286865234,7.272000312805176,1783352483191,-0.5553119778633118,1.3661030530929565,-0.631151020526886,1783352483186,0.11948750168085098,-0.03231250122189522,0.013062499463558197,1783352482665,1.1158603429794312,0.20542782545089722,0
1783352483186,0.10200000554323196,6.652950286865234,7.272000312805176,1783352483191,-0.5553119778633118,1.3661030530929565,-0.631151020526886,1783352483196,-0.035887498408555984,-0.07273750007152557,0.06311249732971191,1783352482665,1.1158603429794312,0.20542782545089722,0
1783352483196,0.14505000412464142,6.873000144958496,7.672050476074219,1783352483191,-0.5553119778633118,1.3661030530929565,-0.631151020526886,1783352483196,-0.035887498408555984,-0.07273750007152557,0.06311249732971191,1783352482665,1.1158603429794312,0.20542782545089722,0
1783352483196,0.14505000412464142,6.873000144958496,7.672050476074219,1783352483201,-0.43685299158096313,1.4511979818344116,-0.23139099776744843,1783352483196,-0.035887498408555984,-0.07273750007152557,0.06311249732971191,1783352482665,1.1158603429794312,0.20542782545089722,0
